# Iteration    L2[rho]         L2[rhou]        L2[rhov]        L2[rhoE]        L2_total
# ----------------------------------------------------------------------------------------------------
   11090  2.322386221923e-08  1.597706485584e-08  1.883377613410e-08  7.506717333942e-08  8.236750581646e-08
   11100  2.225797014568e-08  1.745997008812e-08  1.901620840190e-08  7.149411488795e-08  7.920411880755e-08
   11110  2.583767616815e-08  1.528255977236e-08  1.319265169224e-08  8.740177497266e-08  9.335019266188e-08
   11120  2.313664184230e-08  1.464905579809e-08  1.886885629643e-08  7.637891478961e-08  8.330469010739e-08
   11130  2.178888342201e-08  1.505918579003e-08  1.967232047893e-08  6.881572452148e-08  7.631604452459e-08
   11140  2.424240985924e-08  1.668644545286e-08  1.587838495395e-08  7.938837519943e-08  8.614388616254e-08
   11150  2.410475599069e-08  1.829266548235e-08  1.429924698482e-08  7.909112290264e-08  8.588093535910e-08
   11160  2.370225526759e-08  1.497830807178e-08  1.529739306719e-08  7.829159691065e-08  8.455608197484e-08
   11170  1.998774835994e-08  1.373968753140e-08  2.179023741920e-08  6.290006775482e-08  7.084858550675e-08
   11180  2.423155478835e-08  1.366011259763e-08  1.604460900323e-08  7.976818465320e-08  8.598929982605e-08
   11190  2.478194278601e-08  1.655891737122e-08  1.354928058124e-08  8.181879878444e-08  8.812628025484e-08
   11200  2.281830339802e-08  1.667510615472e-08  1.589132676440e-08  7.374483293109e-08  8.055785986235e-08
   11210  2.141139705121e-08  1.521666131645e-08  1.845720025868e-08  6.889170344490e-08  7.600480083674e-08
   11220  2.114709911504e-08  1.578593912665e-08  1.834906444936e-08  6.864551581029e-08  7.579769575732e-08
   11230  2.478721334033e-08  1.395846265833e-08  1.250516626839e-08  8.398277935464e-08  8.954736755758e-08
   11240  2.128399299658e-08  1.452679344994e-08  1.849087101332e-08  6.913886000397e-08  7.606661790362e-08
   11250  2.159798512142e-08  1.463311359680e-08  1.734091428873e-08  6.909968896190e-08  7.586880319237e-08
   11260  2.252726487974e-08  1.651809666471e-08  1.517658474055e-08  7.319274503049e-08  7.979869566523e-08
   11270  2.321513294848e-08  1.654830253643e-08  1.319615683014e-08  7.699824623688e-08  8.316043045400e-08
   11280  2.179946125155e-08  1.356971619772e-08  1.610160396504e-08  7.141632061704e-08  7.758160999404e-08
   11290  1.923134183537e-08  1.270551846280e-08  2.067936075930e-08  6.061866278571e-08  6.807005911220e-08
   11300  2.353851349863e-08  1.349511868784e-08  1.406915602020e-08  7.773738885977e-08  8.352977088428e-08
   11310  2.310412908248e-08  1.664834286961e-08  1.250505352623e-08  7.571423107917e-08  8.185346206831e-08
   11320  2.179149705486e-08  1.540143138614e-08  1.489923785930e-08  7.123530208275e-08  7.751470172969e-08
   11330  1.947660414414e-08  1.435941543838e-08  1.848331071991e-08  6.209966145208e-08  6.916308009590e-08
   11340  2.058642070524e-08  1.407231118083e-08  1.698925980794e-08  6.762535306558e-08  7.405169805946e-08
   11350  2.341760978743e-08  1.328262450697e-08  1.254397507579e-08  7.921085241937e-08  8.459623522152e-08
   11360  1.997357082681e-08  1.443100766895e-08  1.727423665784e-08  6.393927756561e-08  7.066702188176e-08
   11370  2.098220015709e-08  1.411788722554e-08  1.564749411141e-08  6.776064243329e-08  7.399943376867e-08
   11380  2.093941622249e-08  1.597609224307e-08  1.467729886885e-08  6.767397874650e-08  7.408701084917e-08
   11390  2.237694399624e-08  1.468938577738e-08  1.209024885727e-08  7.481153924250e-08  8.037067996720e-08
   11400  1.988825958377e-08  1.249743077503e-08  1.697674666211e-08  6.450687444880e-08  7.071828210322e-08
   11410  1.888342300573e-08  1.196702069667e-08  1.885331053374e-08  5.975589389711e-08  6.652824529696e-08
   11420  2.247316806674e-08  1.363614841899e-08  1.264960259183e-08  7.431033617074e-08  7.983123658193e-08
   11430  2.164080608648e-08  1.630741311750e-08  1.145536503797e-08  7.069291711096e-08  7.657003414174e-08
   11440  2.063251329190e-08  1.401426287082e-08  1.429033585633e-08  6.798231795903e-08  7.380995476575e-08
   11450  1.767472916064e-08  1.333393722965e-08  1.855707265331e-08  5.587217642464e-08  6.289876768930e-08
   11460  2.032617146880e-08  1.264376385700e-08  1.510876678478e-08  6.738634657034e-08  7.309044088597e-08
   11470  2.179893135236e-08  1.309683402862e-08  1.280736996923e-08  7.331711570469e-08  7.865207340218e-08
   11480  1.913892368500e-08  1.411928364741e-08  1.562379445521e-08  6.093844096430e-08  6.725510471982e-08
   11490  1.988626353344e-08  1.357827335543e-08  1.461645437642e-08  6.432872612967e-08  7.022576969062e-08
   11500  1.971073287912e-08  1.499561408181e-08  1.414680670559e-08  6.390374455437e-08  6.998001243468e-08
   11510  2.140162526175e-08  1.302461483376e-08  1.128734103005e-08  7.171573942467e-08  7.679987958433e-08
   11520  1.818317046696e-08  1.171110412408e-08  1.737817090635e-08  5.836450169154e-08  6.462347506740e-08
   11530  1.864559195170e-08  1.151220196167e-08  1.676192725735e-08  5.938243853733e-08  6.547843236713e-08
   11540  2.113958039491e-08  1.387588102460e-08  1.155702086624e-08  6.974355898299e-08  7.508096086491e-08
   11550  2.042601950301e-08  1.545181690385e-08  1.064365199784e-08  6.701972238782e-08  7.253214070438e-08
   11560  1.925975866114e-08  1.270976215233e-08  1.408910623207e-08  6.353952989735e-08  6.905252444081e-08
   11570  1.629392875405e-08  1.220191844732e-08  1.824586041750e-08  5.131981331059e-08  5.814648388893e-08
   11580  2.005175071162e-08  1.169519517932e-08  1.317825226787e-08  6.687990412299e-08  7.200998684363e-08
   11590  2.013189085688e-08  1.314791891568e-08  1.275864246510e-08  6.699906583585e-08  7.231748461966e-08
   11600  1.852701463434e-08  1.348536564830e-08  1.400778549432e-08  5.927313714883e-08  6.507402092885e-08
   11610  1.845989820109e-08  1.302717662521e-08  1.412032872951e-08  5.936851309877e-08  6.507287609602e-08
   11620  1.888873539658e-08  1.367574266383e-08  1.333870630592e-08  6.187619227983e-08  6.745661212405e-08
   11630  2.021744140955e-08  1.175428773792e-08  1.109080935988e-08  6.760296770855e-08  7.238836586520e-08
   11640  1.683974504667e-08  1.117371179272e-08  1.704296621761e-08  5.348594858539e-08  5.966270394508e-08
   11650  1.828456442656e-08  1.126229057421e-08  1.483957251381e-08  5.872470272970e-08  6.426482792579e-08
   11660  1.969362135109e-08  1.399070036410e-08  1.067044551907e-08  6.464387969722e-08  6.983028002580e-08
   11670  1.941793007395e-08  1.417660167204e-08  1.005707894850e-08  6.435336492231e-08  6.943005442260e-08
   11680  1.768789192286e-08  1.158282068816e-08  1.428745297732e-08  5.805766123741e-08  6.341803053317e-08
   11690  1.551788175205e-08  1.112754701742e-08  1.728964912765e-08  4.901183970440e-08  5.536893853834e-08
   11700  1.953449212493e-08  1.123544853406e-08  1.166763785492e-08  6.536970538208e-08  7.012249169271e-08
   11710  1.863988452736e-08  1.316365690383e-08  1.221828952641e-08  6.121280422421e-08  6.646067377192e-08
   11720  1.785646821334e-08  1.258849078986e-08  1.275742717839e-08  5.760852881600e-08  6.291913936137e-08
   11730  1.696257457425e-08  1.240242345534e-08  1.396378104347e-08  5.408744605421e-08  5.968239309419e-08
   11740  1.835203441694e-08  1.224453361006e-08  1.214844417460e-08  6.078076455394e-08  6.579218651324e-08
   11750  1.886329387170e-08  1.092787578132e-08  1.141427976672e-08  6.279672114725e-08  6.744595091049e-08
   11760  1.589611169032e-08  1.081338108167e-08  1.604645857577e-08  5.006414793063e-08  5.597788240129e-08
   11770  1.767937955389e-08  1.114858285138e-08  1.331150694263e-08  5.721779577804e-08  6.235321749345e-08
   11780  1.830445943063e-08  1.379050771917e-08  1.002981184148e-08  5.983725843553e-08  6.485619446789e-08
   11790  1.851531073031e-08  1.269962183416e-08  9.597242486499e-09  6.197797846625e-08  6.661436785168e-08
   11800  1.604187845927e-08  1.063881788156e-08  1.467005671747e-08  5.214556809223e-08  5.748823485004e-08
   11810  1.528851866196e-08  1.027621760852e-08  1.572979544151e-08  4.866084698565e-08  5.435663662523e-08
   11820  1.870197778860e-08  1.114042406372e-08  1.071976597805e-08  6.257386374737e-08  6.711389445132e-08
   11830  1.745498079843e-08  1.293123906538e-08  1.133427931329e-08  5.674869751417e-08  6.181240858877e-08
   11840  1.695412742732e-08  1.159657901041e-08  1.200869306217e-08  5.496264729554e-08  5.989177229271e-08
   11850  1.566261424461e-08  1.163313200594e-08  1.387890112181e-08  4.974387156511e-08  5.520619439772e-08
   11860  1.790810317617e-08  1.095889556682e-08  1.072595199027e-08  5.972433721507e-08  6.420934552921e-08
   11870  1.745121378845e-08  1.048065617277e-08  1.180961496067e-08  5.774695156685e-08  6.235837102816e-08
   11880  1.526694054028e-08  1.051503300821e-08  1.469007557600e-08  4.797984280368e-08  5.349307458465e-08
   11890  1.681222200826e-08  1.111206645237e-08  1.218843705753e-08  5.460711704434e-08  5.946952210583e-08
   11900  1.711673118622e-08  1.318198802450e-08  9.622068454146e-09  5.604283869035e-08  6.082870428168e-08
   11910  1.759495487335e-08  1.127072997700e-08  9.327489338764e-09  5.923072421849e-08  6.349718529212e-08
   11920  1.453416054356e-08  9.868860791044e-09  1.486994670907e-08  4.664919109696e-08  5.201825238463e-08
   11930  1.532909206401e-08  9.717924138296e-09  1.386694990691e-08  4.928583961907e-08  5.432131625561e-08
   11940  1.762688381736e-08  1.123029406771e-08  1.011428242551e-08  5.870500514773e-08  6.313004733355e-08
   11950  1.656062236604e-08  1.235480501919e-08  1.037777656982e-08  5.375910037539e-08  5.852037713410e-08
   11960  1.579991900458e-08  1.066748089629e-08  1.175688587278e-08  5.111579502676e-08  5.580753941779e-08
   11970  1.473911499121e-08  1.071642058998e-08  1.357207371511e-08  4.703111909893e-08  5.223227478879e-08
   11980  1.739241880100e-08  1.000305255617e-08  9.422719283949e-09  5.817088207646e-08  6.225107591398e-08
   11990  1.611353487523e-08  1.029147049071e-08  1.186987119856e-08  5.288189703804e-08  5.747129063845e-08
   12000  1.478919479818e-08  1.018011449318e-08  1.332026736634e-08  4.674998384455e-08  5.182031962512e-08
   12010  1.574293060231e-08  1.106082264509e-08  1.142021380820e-08  5.104530914737e-08  5.573353147712e-08
   12020  1.620804912567e-08  1.220438533712e-08  9.262830401230e-09  5.351477166412e-08  5.797653569525e-08
   12030  1.656392808102e-08  1.007939912801e-08  9.416584972265e-09  5.577925921939e-08  5.979929624886e-08
   12040  1.338828951456e-08  9.281579315282e-09  1.459013072038e-08  4.240245231803e-08  4.770989297549e-08
   12050  1.532165254231e-08  9.417066335287e-09  1.209317680093e-08  4.975592725479e-08  5.427090746535e-08
   12060  1.646786276630e-08  1.131097966703e-08  9.570597903800e-09  5.439125050548e-08  5.872932181546e-08
   12070  1.582456321636e-08  1.146910685786e-08  9.564350415994e-09  5.166402447647e-08  5.605894609329e-08
   12080  1.449608431531e-08  9.856092071272e-09  1.189216227122e-08  4.652172761675e-08  5.111725418414e-08
   12090  1.421155685005e-08  9.746000043565e-09  1.284991924213e-08  4.580559342620e-08  5.059867269610e-08
   12100  1.671535567706e-08  9.437910179698e-09  8.555043512432e-09  5.593816894919e-08  5.975570917376e-08
   12110  1.495467496394e-08  1.020703809402e-08  1.146839950180e-08  4.859647177039e-08  5.311277798791e-08
   12120  1.429586781311e-08  9.781509256393e-09  1.216917309280e-08  4.565237714603e-08  5.032174552525e-08
   12130  1.458970310275e-08  1.087023155229e-08  1.097087494040e-08  4.708003731477e-08  5.165182843951e-08
   12140  1.555652098167e-08  1.100995619293e-08  8.749452950770e-09  5.193923190711e-08  5.601304507400e-08
   12150  1.540090326082e-08  9.206529806275e-09  9.847862112990e-09  5.164975070137e-08  5.555740407933e-08
   12160  1.271491164205e-08  8.870121231198e-09  1.375577317617e-08  3.989490670498e-08  4.495745661617e-08
   12170  1.505977747425e-08  9.294377135164e-09  1.068585233684e-08  4.925911293232e-08  5.342125036864e-08
   12180  1.539045761262e-08  1.120728334966e-08  8.979466559684e-09  5.042509679649e-08  5.464238823695e-08
   12190  1.508917591516e-08  1.040919704309e-08  9.006067080975e-09  4.960275400804e-08  5.364305232115e-08
   12200  1.320948359924e-08  9.125464257664e-09  1.218692795695e-08  4.197182696808e-08  4.656092811514e-08
   12210  1.395208543568e-08  8.870655252333e-09  1.171358642946e-08  4.540068292779e-08  4.971699236640e-08
   12220  1.586696334879e-08  9.211848173052e-09  8.128523178148e-09  5.305094236922e-08  5.671943271927e-08
   12230  1.401973567529e-08  1.006739788957e-08  1.073376853539e-08  4.520918231497e-08  4.956802841784e-08
   12240  1.366996204969e-08  9.353789841258e-09  1.131359520069e-08  4.402462982221e-08  4.837899042128e-08
   12250  1.350534988033e-08  1.043929210610e-08  1.073777064763e-08  4.345768729110e-08  4.790870065279e-08
   12260  1.504824253893e-08  9.805360439617e-09  8.066013576371e-09  5.068519806652e-08  5.437503632107e-08
   12270  1.417019031790e-08  8.641426302940e-09  1.033200680103e-08  4.714040862217e-08  5.103368526568e-08
   12280  1.242888528781e-08  8.577082634362e-09  1.252045535310e-08  3.896699141213e-08  4.362604449152e-08
   12290  1.449232498873e-08  9.267385876421e-09  9.693674764187e-09  4.751258930999e-08  5.145216611509e-08
   12300  1.449633369288e-08  1.081104215001e-08  8.366701939272e-09  4.737547508814e-08  5.139513268853e-08
   12310  1.424883269171e-08  9.346134903438e-09  8.764355697829e-09  4.697979754110e-08  5.073750859582e-08
   12320  1.210904253516e-08  8.429743546504e-09  1.235005852827e-08  3.819744632472e-08  4.276982977240e-08
   12330  1.377343571848e-08  8.216303067059e-09  1.035076046647e-08  4.512852633229e-08  4.899936018704e-08
   12340  1.489789988552e-08  9.204154522736e-09  7.867956296574e-09  4.966137703291e-08  5.324303697731e-08
   12350  1.328489627688e-08  9.754239711655e-09  9.901323050430e-09  4.279930893859e-08  4.691961961920e-08
   12360  1.286632732345e-08  8.932036772461e-09  1.075142706700e-08  4.153838177052e-08  4.567662426000e-08
   12370  1.263563766281e-08  9.751179394313e-09  1.050363856707e-08  4.079881960156e-08  4.505124796001e-08
   12380  1.453511580028e-08  8.780484545351e-09  7.419631667070e-09  4.916870390943e-08  5.254501763618e-08
   12390  1.299906320143e-08  8.319269987548e-09  1.053676373172e-08  4.272366922794e-08  4.663176170249e-08
   12400  1.230331782483e-08  8.319611018951e-09  1.116704227705e-08  3.885451924422e-08  4.306929365479e-08
   12410  1.369357926913e-08  9.246146484752e-09  9.007282911764e-09  4.476116542232e-08  4.855613672271e-08
   12420  1.379154879766e-08  1.011557852160e-08  7.764912586404e-09  4.528344722159e-08  4.902464897182e-08
   12430  1.327820831707e-08  8.410665634860e-09  8.858274411352e-09  4.367725671753e-08  4.725697718273e-08
   12440  1.130613576580e-08  7.776583501979e-09  1.215167939057e-08  3.557729288188e-08  4.002138225664e-08
   12450  1.351913186830e-08  7.831315553144e-09  9.028357413760e-09  4.452117210886e-08  4.803896786258e-08
   12460  1.389316345758e-08  9.261062723911e-09  7.527992993140e-09  4.605863433136e-08  4.956667982233e-08
   12470  1.267235978126e-08  9.233176153286e-09  9.161106315536e-09  4.108120732010e-08  4.491582914859e-08
   12480  1.191297878812e-08  8.507076965224e-09  1.046155182265e-08  3.829819653101e-08  4.231412702827e-08
   12490  1.205820729771e-08  8.890981264754e-09  1.004408207822e-08  3.929553220629e-08  4.323739524132e-08
   12500  1.390508338332e-08  8.049079961101e-09  7.066128039949e-09  4.705365260664e-08  5.022066727176e-08
   12510  1.202127028479e-08  8.138681382329e-09  1.030023907425e-08  3.893022952205e-08  4.280662062730e-08
   12520  1.211215160311e-08  8.046540258938e-09  9.964109245549e-09  3.863811835649e-08  4.246926759179e-08
   12530  1.280643236948e-08  9.128513919468e-09  8.504620088571e-09  4.162315477829e-08  4.530066283136e-08
   12540  1.320655526127e-08  9.211962107970e-09  7.176648221925e-09  4.372030458897e-08  4.714066886247e-08
   12550  1.222197832450e-08  7.654881992329e-09  9.190424173802e-09  3.994991470143e-08  4.345611065923e-08
   12560  1.081203958291e-08  7.219847567618e-09  1.152041676389e-08  3.407177389897e-08  3.824437446054e-08
   12570  1.310489126751e-08  7.685088209019e-09  7.944597718945e-09  4.332493201437e-08  4.659361676109e-08
   12580  1.294280224418e-08  9.229751772581e-09  7.068353567767e-09  4.264626964533e-08  4.605833675391e-08
   12590  1.208310582271e-08  8.558604440679e-09  8.596201408366e-09  3.951851821367e-08  4.306807537785e-08
   12600  1.090554718065e-08  8.037074890243e-09  1.036492443693e-08  3.477369506112e-08  3.873199012300e-08
   12610  1.173975921378e-08  8.009225653013e-09  9.269234199734e-09  3.866106890284e-08  4.222045231067e-08
   12620  1.312597583777e-08  7.624154538608e-09  7.041633430761e-09  4.428510959483e-08  4.734104463699e-08
   12630  1.130462193167e-08  7.977942216521e-09  9.673566790937e-09  3.614834769228e-08  3.989640302545e-08
   12640  1.172603874107e-08  7.758565008654e-09  9.056708084005e-09  3.768160757463e-08  4.122648209923e-08
   12650  1.197826701427e-08  8.829968693931e-09  8.097301149258e-09  3.879858001584e-08  4.233607592760e-08
   12660  1.264652793914e-08  8.251792267025e-09  6.642925263622e-09  4.214796014518e-08  4.526152610100e-08
   12670  1.116830007763e-08  7.072284541751e-09  9.541619117712e-09  3.620340850548e-08  3.970487902092e-08
   12680  1.054103057533e-08  6.804859635435e-09  1.055521542211e-08  3.336173986674e-08  3.717307762065e-08
   12690  1.251893294507e-08  7.698161599060e-09  7.137065991927e-09  4.146410362111e-08  4.456674740390e-08
   12700  1.211470066041e-08  8.999352830563e-09  6.586791998032e-09  3.980544182401e-08  4.307683079209e-08
   12710  1.143341213152e-08  7.833836855085e-09  8.230619873176e-09  3.761538896930e-08  4.092374009850e-08
   12720  9.987704995261e-09  7.495386867699e-09  1.028972252271e-08  3.161208274386e-08  3.551249414456e-08
   12730  1.155447467614e-08  7.257639712358e-09  8.274158290635e-09  3.835802937043e-08  4.154490741159e-08
   12740  1.224611638779e-08  7.436094790121e-09  7.124437420243e-09  4.104721361326e-08  4.405558110249e-08
   12750  1.080837675614e-08  7.734035838616e-09  8.850470528235e-09  3.438430227760e-08  3.791104575377e-08
   12760  1.112875824473e-08  7.477289769649e-09  8.456890109565e-09  3.581681965028e-08  3.916787819828e-08
   12770  1.130769674356e-08  8.324560848666e-09  7.693279569790e-09  3.673579881208e-08  4.007328017355e-08
   12780  1.203815531356e-08  7.386855421058e-09  6.286413639608e-09  4.023251962543e-08  4.310055043992e-08
   12790  1.021860811667e-08  6.638375589441e-09  9.684071658884e-09  3.281926100960e-08  3.632317606459e-08
   12800  1.036054167177e-08  6.532615057278e-09  9.457829013430e-09  3.302164117746e-08  3.646772818424e-08
   12810  1.180459881464e-08  7.767364678912e-09  6.532023074540e-09  3.905042118157e-08  4.203906786709e-08
   12820  1.143281649453e-08  8.532888451512e-09  6.173548494602e-09  3.768576801099e-08  4.076578577578e-08
   12830  1.068125268835e-08  7.151830284310e-09  8.084586957165e-09  3.514124347271e-08  3.828191968128e-08
   12840  9.302633425925e-09  6.907207531753e-09  1.003797888620e-08  2.937473961198e-08  3.313434550334e-08
   12850  1.135432645866e-08  6.730804835222e-09  7.279687025550e-09  3.787723906895e-08  4.076645122814e-08
   12860  1.136268911805e-08  7.369813389727e-09  7.072022194638e-09  3.770184767935e-08  4.068006477074e-08
   12870  1.041293813773e-08  7.364166707236e-09  8.053131626407e-09  3.322235845013e-08  3.648613794215e-08
   12880  1.039042122768e-08  7.200085859644e-09  8.106552299346e-09  3.331020279949e-08  3.653885453048e-08
   12890  1.081664470415e-08  7.659896061709e-09  7.195679056321e-09  3.544349283271e-08  3.851873299572e-08
   12900  1.135090946822e-08  6.714368220949e-09  6.216321229672e-09  3.790839058499e-08  4.061544795686e-08
   12910  9.453632180461e-09  6.327587938444e-09  9.495983051610e-09  3.007327560622e-08  3.352588746516e-08
   12920  1.014943831080e-08  6.373068479378e-09  8.428112140883e-09  3.262827190055e-08  3.576680446089e-08
   12930  1.103870756193e-08  7.781986402390e-09  6.065645834173e-09  3.638604914259e-08  3.928293533581e-08
   12940  1.087088393879e-08  7.873249484455e-09  5.841839245130e-09  3.611044566882e-08  3.896479882179e-08
   12950  9.840949904201e-09  6.557525037094e-09  8.139136145809e-09  3.218631611015e-08  3.524272849215e-08
   12960  8.919611840099e-09  6.343074219456e-09  9.494162813429e-09  2.827248287399e-08  3.176895467779e-08
   12970  1.103632015091e-08  6.441738369147e-09  6.495194996421e-09  3.689162544160e-08  3.957873092274e-08
   12980  1.057226514446e-08  7.301087521576e-09  6.796611500324e-09  3.467559354031e-08  3.759879498789e-08
   12990  9.993131105124e-09  6.895628337911e-09  7.435111443523e-09  3.207905283483e-08  3.509642250167e-08
   13000  9.626421047700e-09  6.888830998137e-09  7.917004827907e-09  3.068880247930e-08  3.383201941604e-08
   13010  1.045831075039e-08  6.938671668492e-09  6.560653558331e-09  3.459898014511e-08  3.738519801298e-08
   13020  1.059713737859e-08  6.258481307298e-09  6.377655458271e-09  3.528408337593e-08  3.790921969282e-08
   13030  8.901539983545e-09  6.102684630168e-09  8.997473413702e-09  2.810398376412e-08  3.142083074997e-08
   13040  9.831103253388e-09  6.291399601291e-09  7.582679379865e-09  3.184374426754e-08  3.475274630409e-08
   13050  1.030812542737e-08  7.649004849504e-09  5.720808506199e-09  3.388231128702e-08  3.668110403368e-08
   13060  1.036632052826e-08  7.120537813150e-09  5.583294453077e-09  3.470009460538e-08  3.732870748654e-08
   13070  8.982531240048e-09  6.053384192661e-09  8.278812161991e-09  2.908155512417e-08  3.211860686449e-08
   13080  8.786434204014e-09  5.877505981611e-09  8.679701045890e-09  2.806681633859e-08  3.122226596862e-08
   13090  1.057086112585e-08  6.337737396112e-09  5.977276117966e-09  3.530155322145e-08  3.786604692705e-08
   13100  9.924851347535e-09  7.129068027471e-09  6.361133349437e-09  3.227874096233e-08  3.509568949050e-08
   13110  9.474390945471e-09  6.396378238581e-09  7.051505684866e-09  3.053000328008e-08  3.335389888849e-08
   13120  8.953177132259e-09  6.502846944846e-09  7.768039594132e-09  2.848575085908e-08  3.153136280422e-08
   13130  1.015177550695e-08  6.278905326538e-09  5.847719943535e-09  3.381879520313e-08  3.633717016462e-08
   13140  9.819899461172e-09  5.988829782658e-09  6.569742381702e-09  3.253449964154e-08  3.512764850485e-08
   13150  8.524967307744e-09  5.912614050868e-09  8.313810474191e-09  2.686505519557e-08  2.997473449047e-08
   13160  9.382141771305e-09  6.250529138013e-09  6.947271134410e-09  3.050472001520e-08  3.325501793929e-08
   13170  9.684603392356e-09  7.321999769758e-09  5.465800297254e-09  3.188522791659e-08  3.455352305739e-08
   13180  9.849595285713e-09  6.388637500587e-09  5.440475232635e-09  3.310273950557e-08  3.554179722435e-08
   13190  8.211972823163e-09  5.630700900946e-09  8.326074229446e-09  2.626307390097e-08  2.929528721631e-08
   13200  8.762465231726e-09  5.548779682566e-09  7.729702747674e-09  2.824067181732e-08  3.106209268809e-08
   13210  9.993734561692e-09  6.331137291114e-09  5.621408614165e-09  3.322902743495e-08  3.571731413431e-08
   13220  9.405469527440e-09  6.803267183923e-09  5.892092191884e-09  3.053599482087e-08  3.319504528549e-08
   13230  8.847161259239e-09  5.927176982215e-09  6.889200379502e-09  2.846911220075e-08  3.116657056356e-08
   13240  8.446714356271e-09  6.039243207855e-09  7.527576278622e-09  2.699321634715e-08  2.988507278450e-08
   13250  9.820156500503e-09  5.770150055837e-09  5.202538374152e-09  3.283769733183e-08  3.514414427686e-08
   13260  9.076810179863e-09  5.845289347762e-09  6.607975388315e-09  2.985711788985e-08  3.242944214786e-08
   13270  8.241385363418e-09  5.713568974601e-09  7.599608556844e-09  2.610226432076e-08  2.897667261823e-08
   13280  8.828153925722e-09  6.198442326772e-09  6.504293133438e-09  2.868141353598e-08  3.132548963068e-08
   13290  9.200080599230e-09  6.816100755587e-09  5.219276983491e-09  3.049783429374e-08  3.299180900438e-08
   13300  9.273782366104e-09  5.763875970026e-09  5.473329796775e-09  3.114333392377e-08  3.345280096679e-08
   13310  7.627469022028e-09  5.288798162806e-09  8.141569881238e-09  2.411433508593e-08  2.709125295103e-08
   13320  8.702442331996e-09  5.350310679247e-09  6.817523008275e-09  2.827413239003e-08  3.082634440351e-08
   13330  9.377026931446e-09  6.323899656961e-09  5.298416229294e-09  3.096558258099e-08  3.338953219294e-08
   13340  8.953673392593e-09  6.334715215547e-09  5.495226580350e-09  2.918402825808e-08  3.165757262680e-08
   13350  8.154811614937e-09  5.508075931264e-09  6.890764983245e-09  2.608183666458e-08  2.871558285656e-08
   13360  8.118089734179e-09  5.543251384799e-09  7.104998114405e-09  2.617014568333e-08  2.884421155344e-08
   13370  9.415938713112e-09  5.446234729176e-09  4.758724006748e-09  3.153499150216e-08  3.369603118748e-08
   13380  8.420788297422e-09  5.752302924660e-09  6.426812353019e-09  2.746137326844e-08  2.999049188154e-08
   13390  7.960719682895e-09  5.490133822597e-09  6.970403535190e-09  2.543144462584e-08  2.808664323945e-08
   13400  8.231615980782e-09  6.073332580977e-09  6.220906764381e-09  2.665480814943e-08  2.922025579539e-08
   13410  8.834319337016e-09  6.201690277016e-09  4.905955523306e-09  2.954525418363e-08  3.183546143552e-08
   13420  8.633383003405e-09  5.285644846001e-09  5.655004291841e-09  2.884689457092e-08  3.109012292430e-08
   13430  7.266001921704e-09  5.024855497447e-09  7.692302765284e-09  2.280906994581e-08  2.564116125144e-08
   13440  8.517867788574e-09  5.249327113435e-09  6.066579442642e-09  2.782850819288e-08  3.018838785332e-08
   13450  8.793728163468e-09  6.229710926024e-09  4.957133156371e-09  2.885701833264e-08  3.119999406114e-08
   13460  8.502078347388e-09  5.783892603740e-09  5.225375336972e-09  2.785773769945e-08  3.015123292704e-08
   13470  7.470708290109e-09  5.123734367649e-09  6.954868120537e-09  2.370791545364e-08  2.631538679094e-08
   13480  7.917902340238e-09  5.086918549150e-09  6.494837460768e-09  2.575540274304e-08  2.817966646171e-08
   13490  8.928853197371e-09  5.286542293782e-09  4.523436546027e-09  2.989716739834e-08  3.196832878764e-08
   13500  7.880807899254e-09  5.633649864502e-09  6.075571718778e-09  2.552375690002e-08  2.796819411300e-08
   13510  7.617380318573e-09  5.252882427126e-09  6.480296861467e-09  2.450615944326e-08  2.698450212219e-08
   13520  7.673225523670e-09  5.830158446600e-09  6.031549872341e-09  2.480406444080e-08  2.728535035684e-08
   13530  8.527272220149e-09  5.578019583332e-09  4.532200003486e-09  2.871471189291e-08  3.080428849938e-08
   13540  7.966265954361e-09  4.951547277204e-09  5.851958519448e-09  2.638779883174e-08  2.861014783939e-08
   13550  7.078549812274e-09  4.819224466645e-09  7.052465316947e-09  2.221916088835e-08  2.483463648886e-08
   13560  8.191402808616e-09  5.204062238118e-09  5.503438613385e-09  2.680853964302e-08  2.903733765540e-08
   13570  8.288729347304e-09  5.996666093627e-09  4.611534382572e-09  2.714461199449e-08  2.937276371274e-08
   13580  8.006215923421e-09  5.229949303716e-09  5.105272661045e-09  2.630009578509e-08  2.844662915673e-08
   13590  6.872695825738e-09  4.757206962935e-09  6.955878841106e-09  2.167958247902e-08  2.425393809092e-08
   13600  7.767214110975e-09  4.733555075085e-09  5.777009360490e-09  2.545123028064e-08  2.763829080540e-08
   13610  8.381963452306e-09  5.234057279735e-09  4.383056728078e-09  2.799909673577e-08  3.001355145969e-08
   13620  7.450619030459e-09  5.435053872623e-09  5.658103460500e-09  2.409393971850e-08  2.641180797416e-08
   13630  7.185914997712e-09  5.015888798224e-09  6.142316603992e-09  2.316101037262e-08  2.551385838196e-08
   13640  7.224619638706e-09  5.465145784304e-09  5.833494461365e-09  2.343127975581e-08  2.578987157769e-08
   13650  8.210096624851e-09  5.037475789741e-09  4.195805139524e-09  2.773159371909e-08  2.965514997250e-08
   13660  7.337708694649e-09  4.732173170465e-09  5.917407332155e-09  2.401952093472e-08  2.623334761846e-08
