# Iteration    L2[rho]         L2[rhou]        L2[rhov]        L2[rhoE]        L2_total
# ----------------------------------------------------------------------------------------------------
   18710  7.409210143136e-10  5.122282877165e-10  6.627504643461e-10  2.368598542137e-09  2.619320331687e-09
   18720  7.953521145204e-10  5.575481598664e-10  5.688413441033e-10  2.602811948037e-09  2.835781276518e-09
   18730  8.571737055432e-10  5.423681396898e-10  4.416286472022e-10  2.869871076919e-09  3.075728502418e-09
   18740  7.603345456560e-10  4.980720244797e-10  6.216182872290e-10  2.464023903143e-09  2.698890040955e-09
   18750  7.259323207781e-10  4.792126662844e-10  6.719926051867e-10  2.298299421706e-09  2.547621794364e-09
   18760  8.144430674485e-10  5.349561804846e-10  5.169880071114e-10  2.670267602123e-09  2.889135042119e-09
   18770  8.285519638861e-10  5.659740846321e-10  4.390431149798e-10  2.742061331163e-09  2.952707947293e-09
   18780  7.554898185811e-10  4.961895692930e-10  5.801166517173e-10  2.462116907517e-09  2.686172732819e-09
   18790  6.846078194505e-10  4.736572215522e-10  6.842733279442e-10  2.166044911089e-09  2.419301464095e-09
   18800  7.939734271284e-10  5.017239503762e-10  5.154616271667e-10  2.626625935568e-09  2.836720856878e-09
   18810  8.144220361232e-10  5.407815218867e-10  4.450032694296e-10  2.715473077342e-09  2.920196885642e-09
   18820  7.310112097644e-10  5.123403399615e-10  5.801413428881e-10  2.366588231807e-09  2.595028679882e-09
   18830  7.000741516522e-10  4.882908457096e-10  6.322696967992e-10  2.235530102586e-09  2.475053853328e-09
   18840  7.641453062649e-10  5.228520307346e-10  5.279901052672e-10  2.511954369524e-09  2.728732416519e-09
   18850  8.123517590213e-10  5.052955407765e-10  4.274611647644e-10  2.716792190046e-09  2.911858824735e-09
   18860  7.092861678799e-10  4.732174530249e-10  6.066714675395e-10  2.280063729956e-09  2.508737233746e-09
   18870  7.016054649672e-10  4.603020760048e-10  6.184162616114e-10  2.232425275364e-09  2.463795752971e-09
   18880  7.727456461567e-10  5.206703408576e-10  4.782380829168e-10  2.534744964429e-09  2.742604079366e-09
   18890  7.846074741460e-10  5.275577823857e-10  4.187694632637e-10  2.603788441632e-09  2.801608147900e-09
   18900  7.011388189911e-10  4.610112544017e-10  5.773312833379e-10  2.275755356829e-09  2.493291173337e-09
   18910  6.541517574606e-10  4.477048795707e-10  6.452471166112e-10  2.075494719885e-09  2.313520338088e-09
   18920  7.654689026047e-10  4.840354011788e-10  4.647746001664e-10  2.540981645623e-09  2.737304525039e-09
   18930  7.645091018285e-10  5.223329103055e-10  4.300889532177e-10  2.539754191696e-09  2.737267560522e-09
   18940  6.922146923825e-10  4.796925903466e-10  5.536036421519e-10  2.240917060058e-09  2.457122793889e-09
   18950  6.600985880504e-10  4.639273798398e-10  6.061906915173e-10  2.104199091431e-09  2.333683725481e-09
   18960  7.378071377009e-10  4.877609649638e-10  4.835098732402e-10  2.437248791744e-09  2.637467270273e-09
   18970  7.652165641479e-10  4.761387857588e-10  4.210899429939e-10  2.551755981586e-09  2.738802633086e-09
   18980  6.661988061548e-10  4.507467553188e-10  5.823851102185e-10  2.127982930744e-09  2.348292412987e-09
   18990  6.745662386819e-10  4.438436587005e-10  5.711045611040e-10  2.155903049007e-09  2.371943334098e-09
   19000  7.325094596977e-10  5.020105045852e-10  4.447082151027e-10  2.405718739006e-09  2.602658775761e-09
   19010  7.427854113805e-10  4.880234657619e-10  4.033411551050e-10  2.471656156582e-09  2.657379407286e-09
   19020  6.489523800008e-10  4.312402911015e-10  5.737370964850e-10  2.093987279960e-09  2.306743237705e-09
   19030  6.318773307995e-10  4.253793173077e-10  5.987883073208e-10  2.015141494799e-09  2.235969410752e-09
   19040  7.329163065353e-10  4.709767780645e-10  4.235990756338e-10  2.436857721941e-09  2.622345738403e-09
   19050  7.193485858278e-10  4.999223851038e-10  4.131385864223e-10  2.383251637687e-09  2.572538948041e-09
   19060  6.530648217699e-10  4.468178349173e-10  5.331392347483e-10  2.112339364338e-09  2.317834090869e-09
   19070  6.243808223077e-10  4.386597096256e-10  5.801123265144e-10  1.989257233582e-09  2.208154977542e-09
   19080  7.134211099025e-10  4.557094130093e-10  4.379047229354e-10  2.366389963313e-09  2.551117942001e-09
   19090  7.171805279504e-10  4.535176141113e-10  4.176016147232e-10  2.381042950928e-09  2.561988052034e-09
   19100  6.299236353555e-10  4.288144275597e-10  5.523953458832e-10  2.005278705503e-09  2.215167917915e-09
   19110  6.440370370989e-10  4.289088553328e-10  5.314448104756e-10  2.064358309020e-09  2.267764389424e-09
   19120  6.959517336562e-10  4.782282027209e-10  4.138204292409e-10  2.292241729229e-09  2.477634057388e-09
   19130  7.012357485092e-10  4.508428498162e-10  3.940594964257e-10  2.336722363521e-09  2.512079843700e-09
   19140  6.017557194906e-10  4.062104509196e-10  5.648064581696e-10  1.928563398000e-09  2.136698385751e-09
   19150  6.139713843284e-10  4.070914493660e-10  5.490156209290e-10  1.970368862757e-09  2.174041378692e-09
   19160  6.973367438137e-10  4.597547422114e-10  3.908984435890e-10  2.318621558271e-09  2.495287654949e-09
   19170  6.789980745676e-10  4.726489788013e-10  3.959580373138e-10  2.247142795224e-09  2.427111235990e-09
   19180  6.126598028122e-10  4.155769826335e-10  5.187072209740e-10  1.975895770742e-09  2.172850096165e-09
   19190  5.952332066636e-10  4.129357115569e-10  5.501636038789e-10  1.899971715569e-09  2.106511567305e-09
   19200  6.881354272359e-10  4.290928564310e-10  3.954506692833e-10  2.288750941144e-09  2.460165268449e-09
   19210  6.703654584738e-10  4.348559930875e-10  4.121277407633e-10  2.213613131311e-09  2.389230410081e-09
   19220  5.979326964186e-10  4.065419412960e-10  5.212642729542e-10  1.902557732646e-09  2.101009811445e-09
   19230  6.111976826325e-10  4.142244718462e-10  4.987393185767e-10  1.962120044135e-09  2.154947910234e-09
   19240  6.637992914261e-10  4.503612242905e-10  3.836030786085e-10  2.196038493322e-09  2.369217406173e-09
   19250  6.589245368956e-10  4.185084676296e-10  3.909507362053e-10  2.194643903793e-09  2.361913466958e-09
   19260  5.618551210149e-10  3.849523452472e-10  5.478156911353e-10  1.789394327945e-09  1.991457651435e-09
   19270  5.965064942093e-10  3.925467319411e-10  5.006997920962e-10  1.926046830794e-09  2.114301210946e-09
   19280  6.608801340449e-10  4.474470363002e-10  3.641556818379e-10  2.195501142811e-09  2.364277062988e-09
   19290  6.421611260119e-10  4.414232761513e-10  3.807567037147e-10  2.125608243732e-09  2.295737679643e-09
   19300  5.718691938110e-10  3.870517910537e-10  5.082964344327e-10  1.835050644580e-09  2.025492433266e-09
   19310  5.729471398305e-10  3.881029709909e-10  5.144232108253e-10  1.836628863338e-09  2.028972440082e-09
   19320  6.601639794705e-10  4.086062815035e-10  3.598556087453e-10  2.198393904374e-09  2.359069178937e-09
   19330  6.267191221371e-10  4.173008529037e-10  4.023675297504e-10  2.058225849074e-09  2.228252708891e-09
   19340  5.674757371101e-10  3.840884589006e-10  4.927282420014e-10  1.807718635693e-09  1.995038957706e-09
   19350  5.784151090099e-10  3.984151536455e-10  4.708970325500e-10  1.859165343147e-09  2.042434444825e-09
   19360  6.352668280511e-10  4.208037731723e-10  3.535258625961e-10  2.112114529458e-09  2.273026194176e-09
   19370  6.160024975014e-10  3.919775923856e-10  3.917233975510e-10  2.046449216993e-09  2.207828600182e-09
   19380  5.299895939590e-10  3.664266468420e-10  5.228091619829e-10  1.680773461536e-09  1.874429594858e-09
   19390  5.768096612537e-10  3.808501043959e-10  4.574610690958e-10  1.871518153125e-09  2.046852953816e-09
   19400  6.258345523771e-10  4.317683854694e-10  3.409998814919e-10  2.077680625356e-09  2.238555455154e-09
   19410  6.069491499753e-10  4.084503582390e-10  3.693460610292e-10  2.009517261639e-09  2.170206235228e-09
   19420  5.328195242061e-10  3.615108543549e-10  4.984925449214e-10  1.699020544778e-09  1.884078653377e-09
   19430  5.557867334034e-10  3.658170666155e-10  4.735778002589e-10  1.791608086088e-09  1.968973460027e-09
   19440  6.291680470369e-10  3.932811428945e-10  3.322467037781e-10  2.094733983057e-09  2.246958126159e-09
   19450  5.872938261746e-10  3.985459730906e-10  3.888912338566e-10  1.920499089646e-09  2.084059998184e-09
   19460  5.366178608339e-10  3.622219477020e-10  4.688238756961e-10  1.711074846875e-09  1.888580532039e-09
   19470  5.482592657507e-10  3.805896847348e-10  4.450504576619e-10  1.766338822510e-09  1.939963782234e-09
   19480  6.086060858719e-10  3.924149130450e-10  3.249988448854e-10  2.032224770945e-09  2.181731560151e-09
   19490  5.736999072374e-10  3.707521421714e-10  3.924206705760e-10  1.897437309328e-09  2.054470992741e-09
   19500  5.049396557775e-10  3.496595017904e-10  4.922799046357e-10  1.599431705691e-09  1.782623658781e-09
   19510  5.540373828309e-10  3.706656381770e-10  4.208485856683e-10  1.803154689704e-09  1.967950915028e-09
   19520  5.937469089838e-10  4.116691952740e-10  3.198292918677e-10  1.972067177470e-09  2.124463849224e-09
   19530  5.717663160066e-10  3.763399535011e-10  3.627080760620e-10  1.891201253919e-09  2.043709326686e-09
   19540  4.979731932759e-10  3.388250740378e-10  4.856394304715e-10  1.578351932568e-09  1.757788443325e-09
   19550  5.408862353522e-10  3.473065864986e-10  4.304584659255e-10  1.753641769916e-09  1.916698654641e-09
   19560  5.960637436034e-10  3.810296035417e-10  3.110471634561e-10  1.981761359014e-09  2.127111648971e-09
   19570  5.519592956489e-10  3.774081254135e-10  3.739259978388e-10  1.800862831996e-09  1.957044595482e-09
   19580  5.047794263918e-10  3.416440504147e-10  4.498296388682e-10  1.608842454574e-09  1.778269854138e-09
   19590  5.225459364415e-10  3.608364646688e-10  4.183393763486e-10  1.690657669430e-09  1.853803764948e-09
   19600  5.819439434697e-10  3.675361496575e-10  3.006853924545e-10  1.948788629289e-09  2.088523497959e-09
   19610  5.338057439902e-10  3.533550283348e-10  3.893804063085e-10  1.755127983059e-09  1.908376190928e-09
   19620  4.840834084358e-10  3.339344802080e-10  4.599229956435e-10  1.535778921713e-09  1.707628484681e-09
   19630  5.289931648088e-10  3.604013424806e-10  3.904888415332e-10  1.724225876466e-09  1.880201931845e-09
   19640  5.649552986678e-10  3.875764449554e-10  2.998530047574e-10  1.879744050509e-09  2.023052028511e-09
   19650  5.359242921863e-10  3.472194339304e-10  3.604750413142e-10  1.767539190059e-09  1.913612611283e-09
   19660  4.690851606664e-10  3.188462591300e-10  4.672228250605e-10  1.480535808259e-09  1.652872430865e-09
   19670  5.254708311565e-10  3.329157569268e-10  3.886970560672e-10  1.712331735393e-09  1.862825238458e-09
   19680  5.624704302407e-10  3.693774948861e-10  2.936778818782e-10  1.866338192131e-09  2.005561683005e-09
   19690  5.196329872676e-10  3.540113054691e-10  3.598952604660e-10  1.694682371771e-09  1.843045139315e-09
   19700  4.727348766120e-10  3.225425756836e-10  4.345497618486e-10  1.503734192271e-09  1.666601930042e-09
   19710  5.016912576133e-10  3.402622023301e-10  3.889158722238e-10  1.632739390795e-09  1.784535221905e-09
   19720  5.540247719305e-10  3.473115276878e-10  2.826506721459e-10  1.857406549941e-09  1.989326328033e-09
   19730  4.979154979561e-10  3.379092734301e-10  3.808690242789e-10  1.626730695501e-09  1.775786160976e-09
   19740  4.645607166602e-10  3.189222868533e-10  4.291825332398e-10  1.478076695222e-09  1.639035218752e-09
   19750  5.034679299383e-10  3.485409053421e-10  3.647799089682e-10  1.642474631719e-09  1.790460280766e-09
   19760  5.386750546073e-10  3.611664203922e-10  2.812113592027e-10  1.796500410928e-09  1.930571302150e-09
   19770  4.998168091476e-10  3.222100707178e-10  3.606429936496e-10  1.640395140048e-09  1.781739531116e-09
   19780  4.464326861162e-10  3.014808733143e-10  4.427658752732e-10  1.407147587851e-09  1.570445419143e-09
   19790  5.077625234503e-10  3.220642572037e-10  3.512096452947e-10  1.661073439956e-09  1.801127800537e-09
   19800  5.300395475268e-10  3.561708798682e-10  2.782853879200e-10  1.755752074068e-09  1.888890605708e-09
   19810  4.888649119784e-10  3.295169319984e-10  3.485197247327e-10  1.594792205005e-09  1.735626251907e-09
   19820  4.421987576805e-10  3.046606342531e-10  4.207169248884e-10  1.402985185619e-09  1.560041026804e-09
   19830  4.846540826672e-10  3.205377124972e-10  3.567051568188e-10  1.587435129149e-09  1.727663990229e-09
   19840  5.245930196491e-10  3.315222115558e-10  2.706742118519e-10  1.757672912553e-09  1.883556054251e-09
   19850  4.667479672808e-10  3.226809400439e-10  3.674473524705e-10  1.516512005610e-09  1.660362271923e-09
   19860  4.443419037316e-10  3.045728290001e-10  4.022526445725e-10  1.417207017618e-09  1.568594038121e-09
   19870  4.793924637173e-10  3.341100469347e-10  3.415740189662e-10  1.566283363229e-09  1.706271678863e-09
   19880  5.135238193897e-10  3.347465064146e-10  2.650461565913e-10  1.715799236526e-09  1.841189404114e-09
   19890  4.646808425495e-10  3.013945587336e-10  3.601520228703e-10  1.515129099355e-09  1.652904302359e-09
   19900  4.287193148284e-10  2.865758410086e-10  4.138114981761e-10  1.353567387995e-09  1.506423112350e-09
   19910  4.873071986660e-10  3.134802506128e-10  3.192977542491e-10  1.598169372811e-09  1.729692045843e-09
   19920  4.998882513588e-10  3.401258097458e-10  2.642182481508e-10  1.655066665262e-09  1.781749359315e-09
   19930  4.584787212740e-10  3.055170505225e-10  3.405228841793e-10  1.495007497242e-09  1.629277955869e-09
   19940  4.151329383413e-10  2.877200569014e-10  4.056611679172e-10  1.314883385335e-09  1.465809499159e-09
   19950  4.694885882846e-10  3.032116847946e-10  3.234124522346e-10  1.546776005595e-09  1.676146916613e-09
   19960  4.943410037102e-10  3.188818708428e-10  2.623676671362e-10  1.652730721527e-09  1.773813492490e-09
   19970  4.398579332108e-10  3.065273966245e-10  3.512440020886e-10  1.423987404250e-09  1.561584619146e-09
   19980  4.227474656326e-10  2.908227546240e-10  3.797791442045e-10  1.349640788644e-09  1.493002260900e-09
   19990  4.580756526929e-10  3.170512189239e-10  3.187759000119e-10  1.500970578464e-09  1.632447711523e-09
   20000  4.881882687054e-10  3.104806028634e-10  2.529223639766e-10  1.632082940907e-09  1.749968696479e-09
   20010  4.320704468630e-10  2.841122083062e-10  3.561809497552e-10  1.398329772305e-09  1.532839078000e-09
   20020  4.137049054289e-10  2.738554049721e-10  3.831011873326e-10  1.311232505728e-09  1.453356713069e-09
   20030  4.647991645861e-10  3.055404621543e-10  2.927260358973e-10  1.526449696297e-09  1.650796912049e-09
   20040  4.723072116366e-10  3.211030438245e-10  2.516110885819e-10  1.565358015929e-09  1.685181036224e-09
   20050  4.280172058634e-10  2.833762851994e-10  3.355608635024e-10  1.392666242218e-09  1.521716531702e-09
   20060  3.929463987033e-10  2.717710147108e-10  3.872406153652e-10  1.245149743729e-09  1.388747469912e-09
   20070  4.541903735165e-10  2.891403338721e-10  2.916798123081e-10  1.503264610059e-09  1.623198271571e-09
   20080  4.645133840751e-10  3.075715432519e-10  2.549309308655e-10  1.547965220501e-09  1.664800000479e-09
   20090  4.158991687017e-10  2.891426105219e-10  3.348083878701e-10  1.344157161915e-09  1.474934134211e-09
   20100  4.003811518208e-10  2.773900974651e-10  3.610625742498e-10  1.277685576229e-09  1.414247837946e-09
   20110  4.397735320918e-10  2.982751503400e-10  2.949907453573e-10  1.446922746625e-09  1.569386440424e-09
   20120  4.619311072594e-10  2.897554656866e-10  2.455689265208e-10  1.542714265446e-09  1.654572446354e-09
   20130  4.032238980451e-10  2.693295306020e-10  3.473023421607e-10  1.295529154167e-09  1.426233716533e-09
   20140  3.991546964692e-10  2.629608350591e-10  3.534338742410e-10  1.271122084193e-09  1.403260392398e-09
   20150  4.416072159936e-10  2.966627556901e-10  2.703963445384e-10  1.451673634536e-09  1.569552881612e-09
   20160  4.468180998098e-10  3.000238759417e-10  2.409513454920e-10  1.483843411493e-09  1.596718372531e-09
   20170  3.978836470656e-10  2.638334082825e-10  3.322316652454e-10  1.289260856502e-09  1.414387110882e-09
   20180  3.758734398125e-10  2.571979646146e-10  3.646465343477e-10  1.194574088793e-09  1.329438221350e-09
   20190  4.374051928833e-10  2.782615383327e-10  2.638069727446e-10  1.452121870428e-09  1.564290520306e-09
   20200  4.363488651048e-10  2.958135759602e-10  2.467413516099e-10  1.449038403669e-09  1.561569592974e-09
   20210  3.932673010376e-10  2.709920783660e-10  3.201676013750e-10  1.269974418470e-09  1.394072520761e-09
   20220  3.786567807426e-10  2.638643240903e-10  3.444689133234e-10  1.207442708957e-09  1.337752617934e-09
